disease,drug_name,drug_id,confidence,novelty_level,novelty_score,is_known_treatment,combined_score,pillars_hit,pubmed_articles,pubmed_treatment,pubmed_repurposing,clinical_trials,faers_signal,faers_cooccurrences,faers_total_reports,signature_reversal,signature_rank,shared_targets,direct_relations,max_citations,mol_similarity,similar_to,transe_rank,mr_score,mr_genetic_targets,mechanistic_hypothesis,ai_hypothesis,novelty_interpretation,confidence_reasons
Atrial fibrillation,Atenolol,DB00335,HIGH,ESTABLISHED,0.36,True,1.157099962234497,6,149,137,0,6,strong,1991,126808,False,0,0,0,13,0.6522,Esmolol,11,0.7503,1,,of its beta-blocking properties.,"Well-established drug-disease relationship (149 articles, 6 trials). Not a repurposing candidate.","6 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 149 PubMed articles on this drug-disease pair; Supported by 6 independent AI pillars; High molecular similarity (0.65) to Esmolol; Strong FAERS signal: 1991 adverse event reports link drug to disease (126808 total reports); AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.75, 1 genetic targets)"
Atrial fibrillation,Labetalol,DB00598,MEDIUM,NOVEL,1.0,False,1.146299958229065,5,8,7,0,0,moderate,157,15928,False,0,0,0,29,0,,79,0.7503,1,,of its beta-adrenergic blocking properties.,Novel prediction with minimal existing evidence (8 articles). Computational support suggests this warrants investigation.,"8 PubMed article(s) - limited literature; Supported by 5 independent AI pillars; Moderate FAERS signal: 157 adverse event reports mention drug-disease co-occurrence; Supporting paper with 29 citations; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.75, 1 genetic targets)"
Atrial fibrillation,Flecainide,DB01195,HIGH,ESTABLISHED,0.36,True,1.1446,4,794,726,1,10,strong,1104,15234,False,0,0,0,2,0,,5,0.8564,5,,of its efficacy and safety.,"Well-established drug-disease relationship (794 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 794 PubMed articles on this drug-disease pair; 1 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Strong FAERS signal: 1104 adverse event reports link drug to disease (15234 total reports); AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.86, 5 genetic targets); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Atrial fibrillation,Forskolin,DB02587,MEDIUM,NOVEL,0.96,False,1.1358,4,8,1,0,0,none,0,19,False,0,0,0,5907,0,,164,0.6776,4,,of its ability to increase cAMP and decrease the activity of the Na + / K + ATPase.,Novel prediction with minimal existing evidence (8 articles). Computational support suggests this warrants investigation.,"8 PubMed article(s) - limited literature; Supported by 4 independent AI pillars; Highly cited paper (5907 citations): ""2020 ESC Guidelines for the diagnosis and management of atri...""; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.68)"
Atrial fibrillation,Vernakalant,DB06217,HIGH,ESTABLISHED,0.48,True,1.1349,3,210,196,0,10,none,0,7,False,0,0,0,3,0,,101,0.8578,4,,of its unique mechanism of action.,"Well-established drug-disease relationship (210 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 210 PubMed articles on this drug-disease pair; Supported by 3 independent AI pillars; AI analysis of 1 abstract(s) found positive treatment signals; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.86, 4 genetic targets)"
Atrial fibrillation,Azithromycin,DB00207,MEDIUM,NOVEL,0.9,False,1.125100016593933,4,31,28,0,0,moderate,713,75824,False,0,0,0,31,0,,123,0.6683,1,,of its anti-inflammatory and anti-arrhythmic properties.,Novel prediction with minimal existing evidence (31 articles). Computational support suggests this warrants investigation.,31 PubMed articles found; Supported by 4 independent AI pillars; Moderate FAERS signal: 713 adverse event reports mention drug-disease co-occurrence; Supporting paper with 31 citations; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.67)
Atrial fibrillation,Sirolimus,DB00877,HIGH,KNOWN,0.84,False,1.123,4,29,27,0,0,moderate,61,13389,False,0,0,0,157,0,,106,0.8291,15,,of its anti-inflammatory and anti-fibrotic properties.,"Known association with moderate evidence (29 articles, 0 trials). Already being studied.","29 PubMed articles found; Supported by 4 independent AI pillars; Moderate FAERS signal: 61 adverse event reports mention drug-disease co-occurrence; Highly cited paper (157 citations): ""Prediction of Thrombotic and Bleeding Events After Percutane...""; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.83, 15 genetic targets)"
Atrial fibrillation,Erythromycin,DB00199,HIGH,KNOWN,0.6,False,1.1224,4,23,20,0,3,moderate,126,20108,False,0,0,0,345,0,,92,0.7207,3,,of its anti-inflammatory and anti-arrhythmic properties.,"Known association with moderate evidence (23 articles, 3 trials). Already being studied.","3 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 23 PubMed articles found; Supported by 4 independent AI pillars; Moderate FAERS signal: 126 adverse event reports mention drug-disease co-occurrence; Highly cited paper (345 citations): ""Association Between Use of Non–Vitamin K Oral Anticoagulants...""; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.72, 3 genetic targets)"
Atrial fibrillation,Methylprednisolone,DB00959,HIGH,KNOWN,0.72,False,1.118,4,80,72,0,3,moderate,960,125031,False,0,0,0,8,0,,160,0.7839,2,,of its anti-inflammatory properties.,"Known association with moderate evidence (80 articles, 3 trials). Already being studied.","3 clinical trial(s) found on ClinicalTrials.gov; 80 PubMed articles on this drug-disease pair; Supported by 4 independent AI pillars; Moderate FAERS signal: 960 adverse event reports mention drug-disease co-occurrence; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.78, 2 genetic targets)"
Bipolar disorder,Paliperidone,DB01267,HIGH,KNOWN,0.78,False,1.1529,5,0,0,0,10,moderate,20,7999,False,0,0,0,23,0.7465,Risperidone,102,0.518,3,,of its atypical antipsychotic profile.,"Known association with moderate evidence (0 articles, 10 trials). Already being studied.",10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; Supported by 5 independent AI pillars; High molecular similarity (0.75) to Risperidone; Moderate FAERS signal: 20 adverse event reports mention drug-disease co-occurrence; Supporting paper with 23 citations; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.52)
Bipolar disorder,Propranolol,DB00571,HIGH,NOVEL,0.8,False,1.145,6,0,0,0,1,moderate,94,59698,False,0,0,0,23,1.0,1-(Isopropylamino)-3-(1-Naphthyloxy)-2-Propanol,42,0.1653,2,,it has been shown to reduce the frequency of manic episodes and to improve the quality of life of patients.,Novel prediction with minimal existing evidence (0 articles). Computational support suggests this warrants investigation.,1 clinical trial(s) found on ClinicalTrials.gov; Supported by 6 independent AI pillars; High molecular similarity (1.00) to 1-(Isopropylamino)-3-(1-Naphthyloxy)-2-Propanol; Moderate FAERS signal: 94 adverse event reports mention drug-disease co-occurrence; Supporting paper with 23 citations; AI-generated hypothesis available
Bipolar disorder,Amoxapine,DB00543,LOW,BREAKTHROUGH,1.0,False,1.1444,5,0,0,0,0,weak,1,485,False,0,0,0,59,0.7391,Loxapine,80,0.5627,7,,of its unique mechanism of action.,No published evidence found for this drug-disease pair. Strong computational prediction suggests a potential new discovery. Requires experimental validation.,Supported by 5 independent AI pillars; High molecular similarity (0.74) to Loxapine; Supporting paper with 59 citations; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.56)
Bipolar disorder,Prochlorperazine,DB00433,MEDIUM,NOVEL,0.96,False,1.1435,5,12,10,0,0,moderate,14,38628,False,0,0,0,33,0.6458,Chlorpromazine,130,0.5746,5,,of its ability to reduce the frequency of manic episodes.,Novel prediction with minimal existing evidence (12 articles). Computational support suggests this warrants investigation.,12 PubMed articles found; Supported by 5 independent AI pillars; High molecular similarity (0.65) to Chlorpromazine; Moderate FAERS signal: 14 adverse event reports mention drug-disease co-occurrence; Supporting paper with 33 citations; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.57)
Bipolar disorder,Amantadine,DB00915,HIGH,KNOWN,0.6,False,1.1364,5,37,36,2,8,moderate,16,17775,False,0,0,0,23,0,,24,0.7235,3,,of its ability to reduce the symptoms of mania and depression.,"Known association with moderate evidence (37 articles, 8 trials). Already being studied.","8 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 37 PubMed articles found; 2 article(s) specifically mention repurposing/repositioning; Supported by 5 independent AI pillars; Moderate FAERS signal: 16 adverse event reports mention drug-disease co-occurrence; Supporting paper with 23 citations; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.72, 3 genetic targets)"
Bipolar disorder,Mazindol,DB00579,LOW,NOVEL,0.95,False,1.1318999528884888,4,1,0,0,0,none,0,22,False,0,0,0,59,0,,125,0.3974,1,,of its antidepressant properties.,Novel prediction with minimal existing evidence (1 articles). Computational support suggests this warrants investigation.,1 PubMed article(s) - limited literature; Supported by 4 independent AI pillars; Supporting paper with 59 citations; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.40)
Bipolar disorder,Dexmethylphenidate,DB06701,LOW,NOVEL,0.95,False,1.124500036239624,4,2,2,0,0,weak,2,1680,False,0,0,0,59,1.0,Methylphenidate,139,0.2387,1,,of its efficacy and safety.,Novel prediction with minimal existing evidence (2 articles). Computational support suggests this warrants investigation.,2 PubMed article(s) - limited literature; Supported by 4 independent AI pillars; High molecular similarity (1.00) to Methylphenidate; Supporting paper with 59 citations; AI-generated hypothesis available
Bipolar disorder,Escitalopram,DB01175,HIGH,KNOWN,0.54,False,1.1127,4,80,76,1,10,moderate,101,74215,False,0,0,0,23,1.0,Citalopram,81,0.518,3,,of its antidepressant properties.,"Known association with moderate evidence (80 articles, 10 trials). Already being studied.",10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 80 PubMed articles on this drug-disease pair; 1 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; High molecular similarity (1.00) to Citalopram; Moderate FAERS signal: 101 adverse event reports mention drug-disease co-occurrence; Supporting paper with 23 citations; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.52)
Bipolar disorder,Flupentixol,DB00875,HIGH,NOVEL,0.96,False,1.1123000383377075,3,8,8,0,1,weak,2,2190,False,0,0,0,59,0,,140,0.7655,1,,of its dopaminergic properties.,Novel prediction with minimal existing evidence (8 articles). Computational support suggests this warrants investigation.,"1 clinical trial(s) found on ClinicalTrials.gov; 8 PubMed article(s) - limited literature; Supported by 3 independent AI pillars; Supporting paper with 59 citations; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.77, 1 genetic targets)"
Breast cancer,Docetaxel,DB01248,HIGH,ESTABLISHED,0.06,True,1.2439,5,5164,4969,18,10,strong,1148,69227,False,0,0,0,2386,0.7921,Cabazitaxel,154,0.838,7,,of its anti-proliferative and anti-angiogenic properties.,"Well-established drug-disease relationship (5164 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 5081 PubMed articles on this drug-disease pair; 18 article(s) specifically mention repurposing/repositioning; Supported by 5 independent AI pillars; High molecular similarity (0.79) to Cabazitaxel; Strong FAERS signal: 1148 adverse event reports link drug to disease (69227 total reports); Highly cited paper (2386 citations): ""Pertuzumab plus trastuzumab plus docetaxel for metastatic br...""; AI analysis of 1 abstract(s) found positive treatment signals; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.84, 7 genetic targets); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Breast cancer,Gemcitabine,DB00441,HIGH,ESTABLISHED,0.24,True,1.2297,4,1356,1302,2,10,moderate,484,55279,False,0,0,0,41,0,,3,0.7839,28,,of its ability to induce apoptosis and inhibit angiogenesis.,"Well-established drug-disease relationship (1356 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 1335 PubMed articles on this drug-disease pair; 2 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Moderate FAERS signal: 484 adverse event reports mention drug-disease co-occurrence; Supporting paper with 41 citations; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.78, 28 genetic targets); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Breast cancer,Platinum,DB12257,HIGH,ESTABLISHED,0.36,True,1.2236,4,2015,1777,1,10,weak,2,706,False,0,0,0,40,0,,15,0.852,3,,of its unique properties.,"Well-established drug-disease relationship (2015 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 1967 PubMed articles on this drug-disease pair; 1 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Supporting paper with 40 citations; AI analysis of 1 abstract(s) found positive treatment signals; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.85, 3 genetic targets); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Breast cancer,Cisplatin,DB00515,HIGH,ESTABLISHED,0.24,True,1.2195,4,4215,3603,17,10,moderate,147,77881,False,0,0,0,59,0,,2,0.8207,28,,of its ability to induce apoptosis and inhibit cell proliferation.,"Well-established drug-disease relationship (4215 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 4022 PubMed articles on this drug-disease pair; 17 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Moderate FAERS signal: 147 adverse event reports mention drug-disease co-occurrence; Supporting paper with 59 citations; AI analysis of 1 abstract(s) found positive treatment signals; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.82, 28 genetic targets); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
