drugbank_id	entity	smiles
DB00287	Compound::DB00287	CC(C)OC(=O)CCC/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1/C=C/[C@H](COC2=CC=CC(=C2)C(F)(F)F)O)O)O
DB00288	Compound::DB00288	CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3CCC5=CC(=O)C=C[C@@]54C)F)O)C)OC6(O2)CCCC6
DB00289	Compound::DB00289	CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2
DB00290	Compound::DB00290	CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O
DB00291	Compound::DB00291	C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl
DB00292	Compound::DB00292	CCOC(=O)C1=CN=CN1[C@H](C)C2=CC=CC=C2
DB00293	Compound::DB00293	CC1=NC2=C(C=C(C=C2)CN(C)C3=CC=C(S3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)N1
DB00294	Compound::DB00294	CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
DB00295	Compound::DB00295	CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O
DB00296	Compound::DB00296	CCCN1CCCC[C@H]1C(=O)NC2=C(C=CC=C2C)C
DB00297	Compound::DB00297	CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C
DB00298	Compound::DB00298	CC1=CC=CC=C1N2CCN(CC2)CCC3=NN=C4N3CCCC4
DB00299	Compound::DB00299	C1=NC2=C(N1CCC(CO)CO)N=C(NC2=O)N
DB00300	Compound::DB00300	C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C
DB00301	Compound::DB00301	CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O
DB00302	Compound::DB00302	C1CC(CCC1CN)C(=O)O
DB00303	Compound::DB00303	C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)[C@@H](C)O
DB00304	Compound::DB00304	CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CCCC[C@H]34
DB00305	Compound::DB00305	CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N
DB00306	Compound::DB00306	CCC(C)C1(C(=O)NC(=O)NC1=O)CC=C
DB00307	Compound::DB00307	CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C
DB00308	Compound::DB00308	CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
DB00309	Compound::DB00309	CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)N)O)O)CC)OC)C(=O)OC)O
DB00310	Compound::DB00310	C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O
DB00311	Compound::DB00311	CCOC1=CC2=C(C=C1)N=C(S2)S(=O)(=O)N
DB00312	Compound::DB00312	CCCC(C)C1(C(=O)NC(=O)NC1=O)CC
DB00313	Compound::DB00313	CCCC(CCC)C(=O)O
DB00314	Compound::DB00314	C[C@H]1C(=O)N[C@H](C(=O)N/C(=C/NC(=O)N)/C(=O)N[C@H](C(=O)NC[C@@H](C(=O)N1)N)[C@H]2CCNC(=N2)N)CNC(=O)C[C@H](CCCN)N.C1CNC(=N[C@H]1[C@H]2C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N/C(=C/NC(=O)N)/C(=O)N2)CNC(=O)C[C@H](CCCN)N)CO)N)N
DB00315	Compound::DB00315	CN(C)CCC1=CNC2=C1C=C(C=C2)C[C@H]3COC(=O)N3
DB00316	Compound::DB00316	CC(=O)NC1=CC=C(C=C1)O
DB00317	Compound::DB00317	COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
DB00318	Compound::DB00318	CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O
DB00319	Compound::DB00319	CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O
DB00320	Compound::DB00320	C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C
DB00321	Compound::DB00321	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
DB00322	Compound::DB00322	C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)O
DB00323	Compound::DB00323	CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-]
DB00324	Compound::DB00324	C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@]2([C@@]4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O
DB00325	Compound::DB00325	[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.[Fe+4]
DB00326	Compound::DB00326	C([C@H]([C@H]([C@@H]([C@H](C(C(=O)[O-])O)O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(C(=O)[O-])O)O)O)O)O)O.[Ca+2]
DB00327	Compound::DB00327	CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3C(=O)CC4
DB00328	Compound::DB00328	CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O
DB00330	Compound::DB00330	CC[C@@H](CO)NCCN[C@@H](CC)CO
DB00331	Compound::DB00331	CN(C)C(=N)N=C(N)N
DB00332	Compound::DB00332	CC(C)[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C
DB00333	Compound::DB00333	CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
DB00334	Compound::DB00334	CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C
DB00335	Compound::DB00335	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
DB00336	Compound::DB00336	C1=C(OC(=C1)[N+](=O)[O-])/C=N/NC(=O)N
DB00337	Compound::DB00337	CC[C@@H]1/C=C(/C[C@@H](C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC1=O)O)C)/C(=C/[C@@H]4CC[C@@H]([C@@H](C4)OC)Cl)/C)O)C)OC)OC)C)\C
DB00338	Compound::DB00338	CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC
DB00339	Compound::DB00339	C1=CN=C(C=N1)C(=O)N
DB00340	Compound::DB00340	CN1CCCC(C1)CC2C3=CC=CC=C3SC4=CC=CC=C24
DB00341	Compound::DB00341	C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
DB00342	Compound::DB00342	CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O
DB00343	Compound::DB00343	CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC
DB00344	Compound::DB00344	CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13
DB00345	Compound::DB00345	C1=CC(=CC=C1C(=O)NCC(=O)O)N
DB00346	Compound::DB00346	CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC
DB00347	Compound::DB00347	CC1(C(=O)N(C(=O)O1)C)C
DB00348	Compound::DB00348	C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-]
DB00349	Compound::DB00349	CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
DB00350	Compound::DB00350	C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O
DB00351	Compound::DB00351	CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C
DB00352	Compound::DB00352	C1=NC2=C(N1)C(=S)N=C(N2)N
DB00353	Compound::DB00353	CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C
DB00354	Compound::DB00354	CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl
DB00355	Compound::DB00355	C[C@H]1[C@@H](C(=O)N1S(=O)(=O)[O-])NC(=O)/C(=N\OC(C)(C)C(=O)O)/C2=CSC(=[NH+]2)N
DB00356	Compound::DB00356	C1=CC2=C(C=C1Cl)NC(=O)O2
DB00357	Compound::DB00357	CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N
DB00358	Compound::DB00358	C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O
DB00359	Compound::DB00359	C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
DB00360	Compound::DB00360	C[C@@H]([C@@H]([C@H]1CNC2=C(N1)C(=O)NC(=N2)N)O)O
DB00361	Compound::DB00361	CCC1=C[C@H]2C[C@@](C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC
DB00362	Compound::DB00362	CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C(=O)N[C@H]4C[C@H]([C@H](NC(=O)[C@@H]5[C@H]([C@H](CN5C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]6C[C@H](CN6C(=O)[C@@H](NC4=O)[C@@H](C)O)O)[C@@H]([C@H](C7=CC=C(C=C7)O)O)O)[C@@H](C)O)C)O)O)O
DB00363	Compound::DB00363	CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42
DB00364	Compound::DB00364	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)COS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al])COS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al].O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.[Al]
DB00365	Compound::DB00365	CC1CN(CCN1)C2=C(C(=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)C)F
DB00366	Compound::DB00366	CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C
DB00367	Compound::DB00367	CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
DB00368	Compound::DB00368	C1=CC(=C(C=C1[C@H](CN)O)O)O
DB00369	Compound::DB00369	C1=CN(C(=O)N=C1N)C[C@@H](CO)OCP(=O)(O)O
DB00370	Compound::DB00370	CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
DB00371	Compound::DB00371	CCCC(C)(COC(=O)N)COC(=O)N
DB00372	Compound::DB00372	CCSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C
DB00373	Compound::DB00373	CC(C)(C)NC[C@@H](COC1=NSN=C1N2CCOCC2)O
DB00374	Compound::DB00374	CCCCC[C@@H](CC[C@H]1[C@@H](C[C@H]2[C@@H]1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O
DB00376	Compound::DB00376	C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O
DB00377	Compound::DB00377	C1C[C@@H]2CN(C(=O)C3=CC=CC(=C23)C1)[C@@H]4CN5CCC4CC5
DB00378	Compound::DB00378	CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2C=CC4=CC(=O)CC[C@@]34C)C
DB00379	Compound::DB00379	CC1=C(C(=CC=C1)C)OCC(C)N
DB00380	Compound::DB00380	C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2
DB00381	Compound::DB00381	CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN
DB00382	Compound::DB00382	C1CCC2=NC3=CC=CC=C3C(=C2C1)N
DB00383	Compound::DB00383	CN1CCCN=C1COC(=O)C(C2CCCCC2)(C3=CC=CC=C3)O
DB00384	Compound::DB00384	C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N
DB00385	Compound::DB00385	CCCCC(=O)OCC(=O)[C@]1(C[C@@H](C2=C(C1)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4OC)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O)NC(=O)C(F)(F)F)O
DB00387	Compound::DB00387	C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O
DB00388	Compound::DB00388	CNC[C@@H](C1=CC(=CC=C1)O)O
DB00389	Compound::DB00389	CCOC(=O)N1C=CN(C1=S)C
DB00390	Compound::DB00390	C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
DB00391	Compound::DB00391	CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC
DB00392	Compound::DB00392	CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31
DB00393	Compound::DB00393	CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC
DB00394	Compound::DB00394	CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)Cl)O)C)C)OC(=O)CC
DB00395	Compound::DB00395	CCCC(C)(COC(=O)N)COC(=O)NC(C)C
DB00396	Compound::DB00396	CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
DB00397	Compound::DB00397	C[C@@H]([C@@H](C1=CC=CC=C1)O)N
DB00398	Compound::DB00398	CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
DB00399	Compound::DB00399	C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O
DB00400	Compound::DB00400	C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
DB00401	Compound::DB00401	CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
DB00402	Compound::DB00402	CN1CCN(CC1)C(=O)O[C@H]2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl
DB00403	Compound::DB00403	C[C@H]([C@@H](C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N)NC(=O)[C@H](CC4=CC=C(C=C4)OS(=O)(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@@H]5CCC(=O)N5)O
DB00404	Compound::DB00404	CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4
DB00405	Compound::DB00405	CN(C)CC[C@@H](C1=CC=C(C=C1)Br)C2=CC=CC=N2
DB00406	Compound::DB00406	CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C
DB00408	Compound::DB00408	CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
DB00409	Compound::DB00409	CCN1CCC[C@H]1CNC(=O)C2=C(C=CC(=C2OC)Br)OC
DB00410	Compound::DB00410	C[C@H]([C@H]1[C@@H](O1)C[C@H]2CO[C@H]([C@@H]([C@@H]2O)O)C/C(=C/C(=O)OCCCCCCCCC(=O)O)/C)[C@H](C)O
DB00411	Compound::DB00411	C[N+](C)(C)CCOC(=O)N
DB00412	Compound::DB00412	CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3
DB00413	Compound::DB00413	CCCN[C@H]1CCC2=C(C1)SC(=N2)N
DB00414	Compound::DB00414	CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2
DB00415	Compound::DB00415	CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C
DB00416	Compound::DB00416	C[N+]1(CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C6[C@@H](CC7=CC(=C(C=C7)OC)O3)[N+](CCC6=CC(=C5OC)OC)(C)C)OC)C.[I-].[I-]
DB00417	Compound::DB00417	CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C
DB00418	Compound::DB00418	CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C
DB00419	Compound::DB00419	CCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O
DB00420	Compound::DB00420	CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31
DB00421	Compound::DB00421	CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C
DB00422	Compound::DB00422	COC(=O)C(C1CCCCN1)C2=CC=CC=C2
DB00423	Compound::DB00423	COC1=CC=CC=C1OCC(COC(=O)N)O
DB00424	Compound::DB00424	CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3
DB00425	Compound::DB00425	CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C
DB00426	Compound::DB00426	CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C
DB00427	Compound::DB00427	CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC=N3
DB00428	Compound::DB00428	CN(C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O)N=O
DB00429	Compound::DB00429	CCCCC[C@@](C)(/C=C/[C@H]1[C@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)[O-])O)O)O.C(C(CO)(CO)[NH3+])O
DB00430	Compound::DB00430	CC1=CC(=O)C(=CN1)C(=O)N[C@H](C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O
DB00431	Compound::DB00431	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl
DB00432	Compound::DB00432	C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O
DB00433	Compound::DB00433	CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
DB00434	Compound::DB00434	CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1
DB00435	Compound::DB00435	[N]=O
DB00436	Compound::DB00436	C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2
DB00437	Compound::DB00437	C1=NNC2=C1C(=O)NC=N2
DB00438	Compound::DB00438	CC(C)(C(=O)O)O/N=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-]
DB00439	Compound::DB00439	CC(C)C1=C(C(=C(C(=N1)C(C)C)COC)C2=CC=C(C=C2)F)/C=C/[C@H](C[C@H](CC(=O)O)O)O
DB00440	Compound::DB00440	COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
DB00441	Compound::DB00441	C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F
DB00442	Compound::DB00442	C=C1[C@H](C[C@@H]([C@H]1CO)O)N2C=NC3=C2N=C(NC3=O)N
DB00443	Compound::DB00443	C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C
DB00444	Compound::DB00444	COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O
DB00445	Compound::DB00445	C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O
DB00446	Compound::DB00446	C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
DB00447	Compound::DB00447	C1CC(=C(N2[C@H]1[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)Cl
DB00448	Compound::DB00448	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
DB00449	Compound::DB00449	CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C
DB00450	Compound::DB00450	C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F
DB00451	Compound::DB00451	C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N
DB00452	Compound::DB00452	C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N
DB00453	Compound::DB00453	C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)NCO)N(C)C)O
DB00454	Compound::DB00454	CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2
DB00455	Compound::DB00455	CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1
DB00456	Compound::DB00456	CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O
DB00457	Compound::DB00457	COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC
DB00458	Compound::DB00458	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31
DB00459	Compound::DB00459	CC1=CC(=C(C(=C1/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C)C)C)OC
DB00460	Compound::DB00460	CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5[C@@]6([C@@H](C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)OC)C(=C3C)CCC(=O)O)C=C
DB00461	Compound::DB00461	CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC
DB00462	Compound::DB00462	C[N+]1([C@H]2CC(C[C@H]1C3C2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C.[Br-]
DB00463	Compound::DB00463	CCC1(C(=O)NC(=O)N(C1=O)C)CC
DB00464	Compound::DB00464	CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+]
DB00465	Compound::DB00465	C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O
DB00466	Compound::DB00466	CC(=C)[C@@H]1C2[C@@H]3[C@@]4([C@](C1C(=O)O2)(CC5[C@]4(O5)C(=O)O3)O)C.C[C@@]12[C@H]3C4[C@H](C([C@@]1(C[C@@H]5[C@]2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O
DB00467	Compound::DB00467	CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
DB00468	Compound::DB00468	COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O
DB00469	Compound::DB00469	CN1C(=C(C2=C(S1(=O)=O)C=CS2)O)C(=O)NC3=CC=CC=N3
DB00470	Compound::DB00470	CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O
DB00471	Compound::DB00471	CC(C)(C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O
DB00472	Compound::DB00472	CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
DB00473	Compound::DB00473	CC(CNC1CCCCC1)OC(=O)C2=CC=CC=C2
DB00474	Compound::DB00474	CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C
DB00475	Compound::DB00475	CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O
DB00476	Compound::DB00476	CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32
DB00477	Compound::DB00477	CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
DB00478	Compound::DB00478	CC(C12CC3CC(C1)CC(C3)C2)N
DB00479	Compound::DB00479	C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N
DB00480	Compound::DB00480	C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N
DB00481	Compound::DB00481	C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
